v,re,s,ra,c_d
2.2,2.0,2.2,1.0,0.3073405357759544
1.4,2.0,1.8,1.2,0.33453191357184103
2.2,0.4,3.4,1.0,0.3317705453501251
1.8,1.4,1.6,1.4,0.3724804151708366
1.6,1.0,2.4,1.0,0.3136799782102569
2.4,1.0,2.2,1.2,0.3532904292093827
2.8,1.8,3.8,1.0,0.39142637498005706
3.0,0.6,2.4,1.2,0.31994171900733914
2.0,1.8,3.6,1.0,0.3670461987996858
2.0,1.6,1.6,1.2,0.30846008197646085
2.2,1.8,3.6,1.0,0.3598904144093038
2.0,1.0,2.6,1.0,0.3241719674621363
3.0,1.6,1.0,1.8,0.3142419469209491
2.6,0.6,3.6,1.0,0.34931549557420905
2.2,0.6,2.0,1.2,0.3138948343528461
2.6,1.4,1.8,1.4,0.384367445818137
2.6,1.2,2.2,1.2,0.3553757005320816
2.6,1.4,3.2,1.0,0.3634732187132743
1.4,1.4,2.4,1.2,0.3915167553730133
1.6,1.6,2.0,1.2,0.3492368710399673
1.4,0.4,2.4,1.2,0.3668743138962877
1.2,1.4,2.4,1.2,0.3999420187268479
1.4,0.4,2.6,1.2,0.3857807447315703
1.8,0.8,1.6,1.4,0.3494275624644618
1.4,1.2,1.0,2.0,0.3955511890344365
1.6,1.8,1.4,1.4,0.3496030358471392
1.2,1.2,3.6,1.0,0.3974665534470262
2.2,2.0,2.6,1.0,0.3384087613347131
2.0,1.8,2.0,1.2,0.3614399742796768
2.4,0.6,1.8,1.4,0.3424058444817369
1.6,0.4,1.6,1.6,0.3778680083162301
1.4,0.2,3.2,1.2,0.3872660507461697
2.6,0.4,3.2,1.0,0.30645334049383555
2.2,1.8,1.0,2.0,0.38593204238455103
2.4,0.2,2.2,1.8,0.3861220165644933
3.0,0.2,2.6,1.6,0.3497100348851134
2.8,1.0,2.0,1.4,0.38445697652250016
2.0,1.4,1.8,1.2,0.3312083127833104
2.8,0.8,2.0,1.4,0.3683565844174579
2.6,1.0,2.4,1.2,0.3653748900349101
3.0,0.6,1.6,1.6,0.3362142961833265
3.0,1.0,2.6,1.2,0.3729369484086789
1.8,1.8,2.0,1.2,0.3662521188742097
2.0,2.0,1.6,1.4,0.3718987210093933
2.2,0.2,3.0,1.2,0.3287497111856002
2.8,0.8,1.6,1.4,0.3163912065942853
3.0,0.2,3.4,1.2,0.3062258882503277
1.8,1.2,2.0,1.2,0.35550421470301724
2.8,1.2,2.2,1.2,0.3512941016095091
2.8,1.8,2.6,1.0,0.3210889014240395
2.8,0.6,3.4,1.0,0.3290140572986565
2.8,1.2,2.8,1.0,0.32654426543987536
2.2,1.0,1.4,1.6,0.3672590505203988
2.0,0.8,1.0,1.8,0.3118975752238913
3.0,1.4,2.6,1.0,0.3115928597361355
2.6,2.0,1.0,1.8,0.33321779540153673
2.2,0.2,3.0,1.2,0.3287497111856002
1.8,0.2,3.4,1.2,0.3757308785900285
2.8,1.8,1.0,2.0,0.3688465138029241
2.4,0.4,3.8,1.0,0.34237272185289314
3.0,0.4,2.2,1.4,0.3362747033433837
1.8,1.4,3.6,1.2,0.4533274716404762
2.0,1.8,1.6,1.8,0.4679134944560849
3.0,1.8,3.6,1.2,0.469965714030715
1.8,1.6,4.0,1.2,0.4891398666590792
2.6,1.8,2.2,1.4,0.4180971590119783
1.6,1.6,1.4,1.8,0.4332231090043195
1.4,1.6,3.4,1.2,0.4854707049098607
2.2,2.0,3.0,1.2,0.4187109173530192
1.2,0.8,2.8,1.2,0.4402405360805577
3.0,0.2,3.2,1.8,0.4443225186788886
1.4,2.0,2.0,1.4,0.4381407229660214
2.0,1.2,4.0,1.0,0.4160093475721685
1.2,1.0,2.8,1.2,0.4469614854644191
2.6,0.8,1.6,2.0,0.4814759112092893
1.2,0.2,3.4,1.2,0.4129412577417305
1.4,1.4,1.2,2.0,0.4681503666761442
1.6,0.6,2.0,1.4,0.4059118290235879
1.0,1.4,3.2,1.2,0.4688924477307654
3.0,2.0,3.2,1.2,0.4537802076074174
1.4,1.0,3.4,1.2,0.4886633693539402
1.6,1.6,1.2,1.8,0.4129168247715631
2.4,1.8,3.0,1.2,0.4217320631003162
1.8,1.2,3.6,1.2,0.4708978168457079
2.4,1.4,2.4,1.4,0.4655199269140021
2.6,1.8,3.8,1.0,0.4005058486335215
2.4,1.0,1.4,2.0,0.4656870289575288
1.2,1.0,1.8,1.6,0.4834241812125374
2.6,0.2,3.0,2.0,0.4986755973304544
2.6,1.4,2.4,1.4,0.4592845285267754
2.8,1.2,3.8,1.2,0.481136575408585
1.2,0.2,3.0,1.4,0.4528454402404762
1.2,1.2,4.0,1.0,0.4202816691830623
1.8,0.2,3.0,1.4,0.4088353093529287
1.8,0.4,3.4,1.2,0.42954569738809306
1.8,1.8,3.4,1.2,0.4556046330504732
2.8,1.8,2.6,1.4,0.4563445265966616
1.4,1.0,2.6,1.2,0.4223051723776121
1.2,0.4,2.2,1.6,0.4954823365767096
2.0,1.8,1.6,1.6,0.4331835901600463
1.6,1.2,2.2,1.4,0.4623764984386745
2.0,1.6,2.0,1.6,0.4683841372282921
3.0,1.6,1.8,1.6,0.43763697850583183
1.8,1.8,1.6,1.6,0.4120276964415042
1.8,0.2,2.6,1.8,0.4758441219245321
1.8,0.4,2.0,1.8,0.4855179844147912
2.8,2.0,1.6,1.6,0.4146284226568749
2.4,1.2,2.8,1.4,0.4990074185449314
2.6,0.6,2.0,1.6,0.4162826623030255
2.8,1.2,1.4,1.8,0.4095375646642923
2.0,0.2,2.8,1.6,0.4321832564393534
1.2,1.2,4.0,1.0,0.4202816691830623
2.6,2.0,2.0,1.4,0.4218953590632279
1.8,0.4,2.2,1.6,0.4571975858264562
2.8,1.2,3.4,1.2,0.4533734988054886
2.2,1.2,2.2,1.4,0.440718573330622
1.2,0.2,2.0,2.0,0.4997847040925798
2.8,1.0,2.2,1.6,0.4733347844099933
1.4,1.6,1.8,1.6,0.4438903032711022
2.4,1.6,3.8,1.2,0.4782822194152589
3.0,1.2,3.4,1.2,0.4481887564004404
2.8,1.4,3.8,1.2,0.4551081703711055
3.0,0.8,3.6,1.2,0.431967989083677
1.4,0.4,3.4,1.2,0.4487518925301637
1.8,1.8,1.4,2.0,0.4860793568173206
2.2,0.8,2.4,1.4,0.4401563832355672
1.4,0.8,3.6,1.2,0.4955084312351685
2.6,0.6,2.2,1.6,0.44334798355527416
2.0,0.8,3.8,1.2,0.486656880295565
2.2,1.8,3.4,1.2,0.4592733913082917
2.0,1.6,1.2,1.8,0.4017189248786005
2.4,0.4,3.6,1.2,0.41313882484191
1.2,2.0,2.8,1.2,0.4385349119785954
1.0,1.0,2.4,1.2,0.4145513138238441
2.0,0.6,2.8,1.4,0.4775804552817177
2.8,0.2,2.6,2.0,0.442546481124272
1.6,0.8,2.0,1.4,0.419900339081182
1.8,1.2,2.6,1.2,0.42134647354495897
1.6,0.2,2.0,1.8,0.418974342163914
1.4,0.8,3.0,1.2,0.4503461925603493
2.2,0.6,2.4,1.6,0.4951302239136772
1.4,2.0,2.6,1.2,0.4101455428660691
2.4,1.4,2.6,1.2,0.4093824689539393
1.4,2.0,2.6,1.4,0.4950389871228187
2.2,1.6,1.6,1.6,0.4275024044275133
1.6,0.6,3.4,1.2,0.4611250164919666
1.4,2.0,3.8,1.0,0.4058668504714008
2.8,0.2,3.2,1.8,0.4596696298363291
1.0,0.2,3.4,1.2,0.4269202061655202
1.4,0.6,2.2,1.4,0.4394047187024055
1.0,1.6,3.0,1.2,0.4581708471507631
2.6,0.4,3.0,1.4,0.4332948127819361
1.8,1.0,3.6,1.2,0.4907748087258433
2.2,1.8,2.2,1.4,0.4279011508087757
1.8,0.4,1.6,2.0,0.4631723516196145
1.8,0.2,2.2,1.8,0.42918583697147256
1.4,0.6,2.0,1.6,0.4811276796663411
2.2,0.2,3.8,1.6,0.4979617027658338
3.0,1.0,2.8,1.4,0.4646834363613467
2.0,1.4,2.8,1.4,0.4923038813643844
3.0,1.0,3.4,1.2,0.4342988561937706
1.2,1.0,3.6,1.2,0.5104581590027423
1.8,1.4,4.0,1.4,0.5759812545789866
3.0,1.6,2.0,1.8,0.5341601408758418
1.0,0.2,3.4,1.4,0.5023048332781119
1.8,0.4,2.6,1.6,0.5048832472537778
3.0,1.8,3.0,1.6,0.5957456919683111
1.2,1.8,3.8,1.2,0.5273686366956151
2.2,0.4,2.6,2.0,0.5981096815092287
1.4,0.6,2.2,1.8,0.5806630513987086
1.8,1.8,2.4,1.6,0.5235116887194234
2.8,1.2,3.6,1.4,0.5590824059571993
2.6,1.6,2.8,1.6,0.5864436129224249
2.0,1.8,1.8,1.8,0.5347807288093674
1.2,1.8,2.2,1.6,0.5295155026921818
2.2,1.8,1.4,2.0,0.5033099193607113
1.2,1.8,3.6,1.2,0.5133604570370858
3.0,0.6,3.6,1.6,0.5701680134320747
2.4,0.4,3.2,1.8,0.5928691055291943
1.4,0.6,2.8,1.6,0.5866322935764207
1.2,1.2,3.6,1.4,0.596565435187464
2.0,1.4,1.6,2.0,0.5534509975935772
2.0,0.6,2.4,1.8,0.5730334461599745
3.0,1.6,4.0,1.4,0.5926391772166157
1.8,0.8,2.8,1.4,0.5034119351637099
1.4,0.6,2.8,1.6,0.5866322935764207
1.2,1.2,1.8,1.8,0.5618926203663348
2.8,1.4,1.8,2.0,0.5650215697024459
3.0,0.4,3.0,1.8,0.5303979321015054
2.4,1.2,2.8,1.6,0.5858529249529174
1.0,1.2,2.6,1.4,0.5112340671232282
1.2,1.6,2.6,1.6,0.5791851375988324
1.4,0.6,3.2,1.4,0.5428673506401525
1.2,2.0,3.8,1.2,0.5317108293057212
1.4,1.0,2.0,1.8,0.5822420976181703
1.8,0.6,2.0,1.8,0.5246150906067567
2.4,1.4,1.8,1.8,0.5181430430037736
2.6,0.8,2.6,1.8,0.5911495074272606
2.8,1.6,3.6,1.4,0.5641834719317564
2.6,0.6,3.0,1.6,0.5370465027446939
3.0,0.6,4.0,1.4,0.5199594354558791
2.2,1.6,2.6,1.6,0.5805094573231475
2.4,1.0,2.4,1.6,0.5184916998536878
1.2,2.0,1.8,1.8,0.5397608157349054
2.6,1.0,3.4,1.4,0.5374600226490389
2.2,0.8,2.0,2.0,0.5866361486625771
1.4,1.2,2.2,1.6,0.5477201586038072
2.4,0.8,2.0,1.8,0.508910851603382
1.8,0.6,3.8,1.4,0.5714920510257344
2.4,0.8,3.2,1.4,0.5154623667810484
2.2,0.8,3.8,1.4,0.5721831322752995
3.0,0.8,2.8,1.6,0.5145476145018157
2.8,0.6,2.4,1.8,0.5207301731909856
2.6,0.6,3.6,1.6,0.5951392335288336
3.0,1.2,2.8,1.6,0.5551212457080877
2.6,2.0,2.2,1.8,0.5996464819636589
1.6,0.4,2.6,1.8,0.5841642624621148
1.4,0.2,4.0,1.4,0.5087274363491315
1.8,0.4,1.8,2.0,0.5030313003279908
1.4,0.4,2.0,1.8,0.5134922147959037
