v,re,s,ra,a_s
2.0,2.0,2.4,1.2,0.34312822357836115
1.6,0.8,1.2,2.0,0.3468926943643965
1.6,1.2,2.8,1.2,0.3324857042383408
1.8,2.0,2.8,1.0,0.34059292900200894
1.6,1.6,3.0,0.2,0.3581740387406911
1.6,1.0,1.6,1.8,0.3413644788358331
1.6,0.6,1.0,1.6,0.3511104006516473
1.6,0.4,1.2,1.6,0.3561811348333351
1.6,1.8,1.4,1.4,0.3266910857420058
2.0,1.4,3.0,1.2,0.34629785079258385
1.6,1.6,1.6,0.8,0.3320963329895677
1.6,0.8,3.8,1.6,0.3408689042916985
1.8,1.8,2.2,1.8,0.3337958076521797
1.6,1.2,3.0,0.8,0.33590613299179234
1.6,0.8,3.2,1.4,0.3431178274624553
1.6,0.2,2.6,1.0,0.3630330886332432
1.6,0.4,1.4,2.0,0.35622852697967444
1.6,0.8,3.0,1.2,0.3435905522486776
1.6,0.6,2.4,1.4,0.3491778815333476
1.6,0.2,2.8,1.2,0.3627695437820402
1.6,1.0,4.0,1.2,0.3368589386895424
1.6,1.4,2.2,0.6,0.33550683325759495
1.6,2.0,2.8,0.6,0.32306983806971845
1.6,0.2,1.4,1.2,0.3639956870841789
1.6,1.2,1.4,0.2,0.3682748980464535
1.6,0.4,3.4,1.6,0.35562247288805804
2.0,1.4,4.0,1.0,0.425176624435895
1.8,0.4,1.0,0.4,0.4520489604572424
2.0,2.0,2.4,1.8,0.4795996544403768
1.8,1.6,1.4,1.6,0.4171617909567541
1.8,1.2,3.8,0.4,0.427141902913424
1.8,2.0,1.8,0.4,0.43212710412511995
1.8,0.8,3.6,1.2,0.4292776309723656
1.8,0.2,4.0,0.6,0.4511666541105858
1.8,1.8,1.4,1.4,0.4142348033723945
2.0,1.6,1.6,2.0,0.4934645164639506
2.0,2.0,1.6,2.0,0.4778509997309612
1.8,2.0,1.2,1.2,0.41334848586008105
1.8,1.8,2.8,0.6,0.41563176842123095
1.8,0.2,3.8,1.4,0.4494989787825536
1.8,1.4,2.6,1.8,0.40650347868941183
1.8,0.8,3.8,0.8,0.4315393299398045
1.8,1.0,1.0,1.6,0.4304819027471968
2.0,1.4,3.8,2.0,0.4684950972046172
1.8,1.6,1.2,1.0,0.4198916066485136
1.8,2.0,2.6,0.4,0.4205628794550312
2.4,1.4,3.2,1.2,0.488215272924777
1.8,2.0,2.2,0.4,0.4254261565253554
1.8,0.8,2.4,1.6,0.4287503755306074
1.8,0.4,4.0,0.4,0.4465244644690183
1.8,0.6,3.2,0.2,0.4525684244401724
1.8,1.0,3.2,0.2,0.4555534900605751
1.8,0.4,3.0,1.2,0.44256311086086497
1.8,0.4,2.4,1.4,0.442883680500726
2.0,2.0,1.2,1.6,0.499260667966481
1.8,0.6,1.4,1.0,0.4418955432446087
1.8,1.0,2.6,0.4,0.4340552296070483
1.8,1.4,1.4,1.2,0.4225070298054149
1.8,0.8,2.8,1.4,0.4290495570609448
2.0,1.6,3.4,2.0,0.4114068241592866
1.8,0.8,2.2,1.8,0.429702739304221
1.8,0.4,2.2,0.6,0.4470914219922198
2.2,1.6,3.0,1.2,0.4134354640409655
1.8,0.6,4.0,0.4,0.4410735281725575
2.2,2.0,3.2,1.2,0.4071442554984102
1.8,1.6,2.4,0.8,0.4169501070796188
1.8,1.8,1.4,1.4,0.4142348033723945
1.8,1.0,2.0,1.6,0.4281916496565888
1.8,1.4,2.6,0.8,0.4198227391985364
1.8,0.2,2.2,1.2,0.4504202614718015
1.8,1.0,2.6,0.4,0.4340552296070483
1.8,0.8,1.0,2.0,0.4349484931084112
1.8,0.6,2.6,0.8,0.4390610028040833
2.0,1.2,4.0,1.4,0.4268346118146323
1.8,1.2,3.2,1.0,0.4201691851022731
2.0,2.0,1.2,2.0,0.485468394239587
1.8,0.6,3.0,1.4,0.4358193349467328
1.8,1.2,3.6,0.8,0.42145724064331297
1.8,0.6,1.4,1.6,0.4408855569244899
1.8,1.0,4.0,1.2,0.4242567789384857
1.8,0.4,3.2,1.4,0.44230928315418294
1.8,0.2,2.0,1.2,0.450730802028364
1.8,1.0,2.2,1.8,0.42328038960275377
1.8,1.0,2.4,0.8,0.4291664923269927
1.8,0.2,3.0,1.4,0.4499265649501445
1.8,1.2,3.2,0.4,0.4271873101304019
1.8,1.0,3.2,1.4,0.42276183355905067
1.8,1.2,1.4,2.0,0.42295318860976905
1.8,1.2,2.2,1.0,0.4188610668696015
1.8,2.0,2.2,0.2,0.4398162641464448
1.8,1.0,1.6,1.6,0.4283059078431464
1.8,0.4,3.0,1.8,0.4422735558756215
1.8,0.8,1.4,2.0,0.4323797039753074
1.8,1.0,1.4,1.2,0.4298975483730013
1.8,1.2,2.2,1.4,0.4231414072928474
2.0,1.6,3.4,1.6,0.4165865075920139
1.8,1.4,2.0,1.8,0.4134269025436602
1.8,1.4,3.8,0.6,0.4204793122308321
2.0,1.6,3.0,1.0,0.4231100554576443
2.0,1.2,4.0,1.6,0.4245801094351234
1.8,1.8,2.6,0.6,0.41554773248346505
2.0,1.6,1.8,1.8,0.4896360370258293
2.0,1.8,3.2,0.8,0.4934416102339663
1.8,0.8,3.8,1.6,0.4279433605320216
1.8,0.6,1.8,1.6,0.43631419512321457
1.8,1.8,3.6,0.6,0.4143331048896897
1.8,2.0,1.6,0.8,0.4108196651663987
1.8,1.8,1.4,1.2,0.41584127075211386
2.2,1.8,3.6,1.4,0.4087015503974982
2.2,1.6,2.6,1.4,0.49543612928194897
1.8,1.6,1.8,0.2,0.4567862818893769
1.8,0.2,3.2,1.0,0.4503116213641936
1.8,0.2,2.8,0.4,0.4524457796379234
1.8,0.8,3.2,0.4,0.4360292527931383
2.0,2.0,1.4,1.0,0.4994925957832688
1.8,0.8,1.2,0.6,0.43766780022701424
2.4,1.6,2.6,1.2,0.4873656649370024
1.8,1.6,2.6,0.8,0.41626560797305495
2.0,1.4,2.8,1.6,0.4795788356660968
2.0,1.8,2.6,2.0,0.4879832905382526
2.2,2.0,3.8,1.2,0.4900569511179192
1.8,0.8,2.6,2.0,0.42857410341315866
2.0,1.8,2.8,2.0,0.4873153433270909
1.8,0.4,2.0,0.4,0.4479625793275401
2.0,1.6,3.2,1.8,0.4845340758470874
1.8,1.4,1.6,1.6,0.4197287266758575
2.2,2.0,1.0,1.6,0.5896991214908297
2.0,0.4,3.4,1.6,0.5285712546530618
2.2,1.4,2.6,1.0,0.5957518265048101
2.0,0.4,2.6,1.6,0.5298667631686138
2.2,1.0,3.2,1.2,0.5962732326947576
2.0,0.2,3.0,1.2,0.5373877267232323
2.0,0.2,1.4,1.2,0.5393799523662832
2.2,1.8,3.2,2.0,0.5557985672522312
2.0,0.2,2.2,0.2,0.5443357001312276
2.2,2.0,2.2,1.8,0.5668538094031957
2.2,1.6,3.8,1.8,0.555596800852675
2.0,1.8,1.4,0.4,0.5217823892157232
2.0,1.6,1.6,1.4,0.5042624415617146
2.0,0.8,2.8,1.4,0.5158472612269581
2.0,0.4,2.4,0.2,0.540906525676364
2.0,1.2,3.2,0.2,0.5364105157938003
2.2,2.0,2.4,0.4,0.5985995107849351
2.0,1.0,1.8,1.4,0.5150609949612412
2.2,1.0,3.4,1.0,0.5956721897341054
2.2,1.4,2.4,0.6,0.5978283023455145
2.0,0.8,3.6,0.2,0.5415433561517213
2.2,1.8,2.2,1.8,0.5618821176001043
2.0,0.8,2.0,1.2,0.5214144275121018
2.2,1.8,3.2,0.4,0.5916383939162312
2.0,0.6,1.4,1.8,0.5259305108796267
2.0,0.4,1.8,1.8,0.5297115212378777
2.0,1.0,3.4,1.2,0.5095730919327152
2.0,1.4,3.6,0.2,0.5293953143179342
2.0,0.8,3.4,1.2,0.5147894017552396
2.0,1.2,2.2,1.8,0.505316473517365
2.2,2.0,1.6,1.6,0.5762991267572712
2.0,1.8,1.0,1.4,0.5041072985703607
2.0,1.8,1.8,1.2,0.50136967577866
2.2,1.6,3.2,0.4,0.5970038272948405
2.2,1.6,1.0,1.4,0.5952374424764791
2.4,1.6,2.4,1.4,0.5802150370534495
2.0,0.4,3.6,1.8,0.5282038774990667
2.0,0.8,1.8,1.8,0.5193865017898032
2.0,0.2,2.8,1.8,0.5366668904397255
2.0,1.0,3.4,1.2,0.5095730919327152
2.0,0.2,2.6,1.8,0.5369274854247376
2.2,1.0,3.6,1.2,0.5958104567079475
2.2,1.6,3.2,1.8,0.5768621437529503
2.0,0.2,1.6,1.0,0.5393987388263094
2.0,0.4,1.4,2.0,0.5298102607570193
2.2,1.0,3.2,1.6,0.5956634908306107
2.0,0.4,3.4,1.6,0.5285712546530618
2.0,0.8,4.0,1.8,0.5127947187168818
2.0,0.2,3.0,0.2,0.5443595556511889
2.0,1.0,3.6,1.6,0.5070613454909619
2.2,2.0,3.0,0.8,0.5812688823185864
2.0,1.2,2.4,0.4,0.5195852502759275
2.0,1.8,1.4,0.2,0.5440359352691075
2.2,1.0,2.8,1.4,0.5972936385235152
2.0,1.0,1.8,0.4,0.5257042081080404
2.0,1.0,2.0,2.0,0.5100659950992279
2.2,1.0,2.8,1.8,0.5960815042626895
2.0,1.0,1.4,0.8,0.5189949235890747
