v,re,s,ra,c_d
1.0,0.2,3.6,1.6,0.5902531926769815
1.0,0.2,3.6,1.8,0.659183868838894
1.0,0.2,3.6,2.0,0.7254438017161465
1.0,0.2,3.8,0.2,0.03291818472263127
1.0,0.2,3.8,0.4,0.10113368083319929
1.0,0.2,3.8,0.6,0.19255226596049518
1.0,0.2,3.8,0.8,0.283126807070283
1.0,0.2,3.8,1.0,0.36979491130023207
1.0,0.2,3.8,1.2,0.4524062966368988
1.0,0.2,3.8,1.4,0.5311020808509437
1.0,0.2,3.8,1.6,0.6062035501315348
1.0,0.2,3.8,1.8,0.6768079647939889
1.0,0.2,3.8,2.0,0.7447618891534364
1.0,0.2,4.0,0.2,0.03413943232746529
1.0,0.2,4.0,0.4,0.10471323228775559
1.0,0.2,4.0,0.6,0.19851026661337415
1.0,0.2,4.0,0.8,0.29117753190662193
1.0,0.2,4.0,1.0,0.37960208103316584
1.0,0.2,4.0,1.2,0.46425393294100936
1.0,0.2,4.0,1.4,0.5447640418796296
1.0,0.2,4.0,1.6,0.62142897921131
1.0,0.2,4.0,1.8,0.6938046302246619
1.0,0.2,4.0,2.0,0.7631983567959087
1.0,0.4,1.0,0.2,0.018800993556734313
1.0,0.4,1.0,0.4,0.05774626088552715
1.0,0.4,1.0,0.6,0.06985487031988437
1.0,0.4,1.0,0.8,0.09823000964171312
1.0,0.4,1.0,1.0,0.14446949004609277
1.0,0.4,1.0,1.2,0.189425845309098
1.0,0.4,1.0,1.4,0.23305055749692402
1.0,0.4,1.0,1.6,0.2762617275211012
1.0,0.4,1.0,1.8,0.31842946215096896
1.0,0.4,1.0,2.0,0.35947122851554353
1.0,0.4,1.2,0.2,0.0208543308076615
1.0,0.4,1.2,0.4,0.059721251213621575
1.0,0.4,1.2,0.6,0.07473594006507174
1.0,0.4,1.2,0.8,0.12309358728536288
1.0,0.4,1.2,1.0,0.17602788426639793
1.0,0.4,1.2,1.2,0.22754664693622248
1.0,0.4,1.2,1.4,0.27851993319464624
1.0,0.4,1.2,1.6,0.328576235106484
1.0,0.4,1.2,1.8,0.3766175735371885
1.0,0.4,1.2,2.0,0.4229901080423297
1.0,0.4,1.4,0.2,0.022853148547140913
1.0,0.4,1.4,0.4,0.06465563512529647
1.0,0.4,1.4,0.6,0.0870482795265927
1.0,0.4,1.4,0.8,0.14573430359375839
1.0,0.4,1.4,1.0,0.20389176630650738
1.0,0.4,1.4,1.2,0.26119049783838233
1.0,0.4,1.4,1.4,0.3176725582993836
1.0,0.4,1.4,1.6,0.37334468498449014
1.0,0.4,1.4,1.8,0.42563541115691833
1.0,0.4,1.4,2.0,0.47799210688918264
