v,re,s,ra,a_s
1.2,0.2,1.4,1.6,0.1882731326577469
1.2,1.2,3.0,0.8,0.16212112592855454
1.4,1.6,3.6,1.0,0.18966579531021854
1.2,1.8,2.2,0.6,0.15230041250150958
1.2,1.8,1.0,2.0,0.1519107339086539
1.2,1.6,1.0,2.0,0.15589431977632262
1.2,2.0,1.0,1.0,0.14975272335335751
1.2,1.0,2.4,0.8,0.16760832663408626
1.2,0.4,4.0,0.8,0.1822649423097232
1.2,0.6,1.2,1.8,0.1755681431312492
1.2,0.4,1.2,1.8,0.182391878224517
1.0,0.2,3.8,2.0,0.10041327459522197
1.2,1.8,3.8,2.0,0.14154395261987504
1.2,1.0,3.0,0.8,0.16702215755540312
1.2,1.0,2.2,1.6,0.16418021410021047
1.2,0.2,3.4,0.4,0.1902862500242733
1.2,0.8,3.0,0.6,0.17341064867710831
1.2,1.2,1.4,0.6,0.16728102336687187
1.4,1.4,3.0,1.0,0.19422242230837986
1.2,0.8,3.0,1.6,0.1688119788130593
1.2,1.2,3.6,1.4,0.11897761918930462
1.2,1.6,2.4,1.0,0.11451815252531428
1.0,0.2,1.2,0.8,0.10270187839020237
1.2,1.6,3.2,0.6,0.1559847519506092
1.4,1.8,3.2,1.4,0.1371063917059448
1.2,2.0,2.2,2.0,0.13953166676397932
1.4,1.8,2.0,1.2,0.18754457629302165
1.2,0.4,2.8,0.6,0.18401431614941252
1.2,0.8,1.4,0.6,0.17530000607366095
1.0,0.2,2.6,0.2,0.1031089533684318
1.2,0.4,2.2,1.8,0.18191140775423495
1.4,1.6,3.2,1.6,0.18442077928059425
1.2,0.4,1.8,1.6,0.1820907424801847
1.4,2.0,2.4,1.0,0.18538571425150413
1.2,1.2,1.6,1.0,0.16343196626179135
1.2,1.8,3.2,1.2,0.10873727430508186
1.2,0.8,2.2,0.4,0.1786210295202387
1.2,1.2,1.6,1.2,0.1604602746330328
1.2,0.4,3.2,0.2,0.1882291508137451
1.2,2.0,3.4,1.6,0.1379336429248443
1.4,1.6,3.0,1.4,0.1410232728090126
1.2,1.6,1.0,0.6,0.17153153231848522
1.2,0.4,3.2,0.8,0.1827151306975541
1.2,0.6,3.2,1.2,0.17571140115919778
1.2,2.0,2.8,0.4,0.15278791709512346
1.2,1.6,1.2,1.4,0.15443619335658335
1.2,0.8,4.0,1.6,0.16795563816345085
1.4,2.0,4.0,0.8,0.1842300897637988
1.4,0.4,2.6,1.2,0.2689230314579704
1.4,1.6,1.2,1.8,0.24262893291359303
1.4,0.4,3.2,1.2,0.26890300991984034
1.4,1.0,4.0,1.0,0.25074127937061297
1.4,1.2,2.6,1.8,0.2428729346786093
1.6,1.6,2.6,1.8,0.2616459095075422
1.4,0.4,3.4,0.8,0.2696459259700937
1.6,2.0,2.4,1.2,0.2040459727548657
1.6,2.0,2.6,1.8,0.25770478567444804
1.4,1.2,3.2,0.4,0.2529847347172213
1.4,1.2,2.0,1.2,0.2458533243720793
1.4,1.0,3.4,0.2,0.2751035232751177
1.6,1.8,2.4,1.2,0.20683171226969616
1.4,1.6,1.0,1.6,0.2438131978838685
1.4,0.2,2.4,1.2,0.2754247252032467
1.4,1.2,1.6,0.2,0.2833644689242892
1.4,1.0,3.0,0.2,0.2744888095347445
1.8,1.6,2.6,1.6,0.27623293953886224
1.4,1.4,1.6,1.4,0.244940014042836
1.4,0.6,1.6,1.2,0.2629203162842401
1.4,0.8,1.4,1.2,0.2577853035825789
1.4,0.8,2.4,1.4,0.2563443167635831
1.4,1.6,3.2,0.4,0.24498947774266766
1.4,0.6,3.2,1.0,0.2630195966583025
1.4,0.4,2.8,2.0,0.26828967118651104
1.4,0.8,1.8,1.0,0.25916279349788085
1.4,1.0,1.6,1.4,0.25403651318207443
1.6,1.6,2.4,1.6,0.20848853542789852
1.4,1.8,1.0,1.8,0.2400457591357663
1.4,0.6,1.6,2.0,0.2630778357465233
1.4,0.8,2.2,1.8,0.2566842451960385
1.8,1.6,4.0,1.2,0.2755649062565617
1.4,1.0,3.8,1.8,0.2479204038223343
1.4,0.8,3.6,0.6,0.2597052063459465
1.4,0.2,1.8,1.2,0.2758480844434409
1.4,0.8,4.0,0.2,0.2712628926064715
1.4,0.2,3.4,0.8,0.2755578033849878
1.4,0.8,1.8,1.8,0.25682703543929875
1.4,0.4,4.0,1.8,0.2675867925794361
1.6,1.6,2.2,1.8,0.20927992777864876
1.4,1.2,3.4,1.6,0.2422036252578541
1.6,2.0,1.2,1.8,0.2650193420577303
1.4,0.6,3.6,1.4,0.26231194309892697
1.4,1.4,1.6,1.2,0.2456323763747001
1.4,1.6,2.6,0.8,0.24152126393673135
1.6,1.8,3.2,1.0,0.2641529897631456
1.6,1.6,2.6,1.0,0.2692125570125673
1.4,0.8,1.2,1.4,0.2570629219770822
1.4,0.2,2.4,1.6,0.2753449494742032
1.4,0.4,1.8,0.2,0.28064225436931545
1.4,0.2,1.2,0.4,0.2776532400643277
1.4,0.4,2.6,1.8,0.2688426540073377
1.4,1.0,2.4,1.4,0.25088979123237504
1.8,1.4,4.0,1.4,0.2788950931499547
1.4,0.6,1.6,2.0,0.2630778357465233
1.4,1.0,2.8,2.0,0.2488947645573287
1.4,0.4,3.8,1.4,0.2688995773655703
1.4,1.0,1.6,1.2,0.2500738804528275
1.4,1.2,4.0,1.6,0.24082873242152075
1.4,1.2,1.6,1.0,0.250420068083728
1.4,0.8,1.2,1.2,0.2602864395057789
1.4,2.0,3.0,0.4,0.2399636972510691
1.4,1.2,3.6,1.8,0.242458408193135
1.8,1.6,3.0,1.2,0.2772024219611245
1.8,1.8,2.8,1.2,0.2742517336268245
1.4,1.4,2.2,0.8,0.2462267548589328
1.4,1.0,2.2,0.8,0.25520263016982314
1.4,0.8,1.8,1.4,0.2557051349920288
1.4,0.2,2.6,0.4,0.2778437677024466
1.4,1.0,3.2,1.2,0.25108398008186283
1.4,1.4,3.4,2.0,0.2388471397737024
1.4,1.0,1.0,1.2,0.2566500904939831
1.4,1.6,2.0,0.6,0.24340747748351
1.6,1.8,3.6,1.0,0.2630472691951169
1.4,2.0,1.0,1.2,0.23587373262702904
1.4,0.8,3.6,1.0,0.25620063427304873
1.4,1.0,1.0,1.6,0.25606143408330684
1.4,0.6,2.8,1.2,0.2626870624102349
1.4,0.8,2.8,1.6,0.25568724647846713
1.4,0.4,3.0,0.8,0.2698589299295814
1.4,0.2,3.8,0.4,0.27770532195553826
1.4,0.6,1.6,0.4,0.2725317475161391
1.6,1.4,3.0,1.6,0.21249480430252055
1.4,1.8,3.6,1.8,0.2289775324715911
1.4,0.8,2.2,1.2,0.2564837588305325
1.4,1.0,1.4,0.4,0.268899810130434
1.4,0.6,3.2,0.2,0.2727489381041157
1.4,1.2,3.2,0.8,0.2485481715552565
1.8,1.8,2.4,1.4,0.2730887270197607
1.4,1.4,3.8,0.6,0.2463460514108249
1.4,1.8,1.0,0.2,0.28499142851008
1.6,1.8,2.2,1.0,0.2656464092819273
1.4,0.8,1.4,0.8,0.26176120287237303
1.4,1.2,3.8,0.4,0.25217472268448604
1.4,0.6,1.6,0.4,0.2725317475161391
1.4,1.0,3.6,0.8,0.2523134428740189
1.4,1.0,2.6,2.0,0.24898709356251145
1.4,0.8,1.6,1.8,0.2569126761237832
1.4,0.2,3.2,1.8,0.2749280741354786
1.4,1.6,3.6,2.0,0.2335903539980015
1.6,0.4,1.4,1.6,0.3561986169494993
2.0,1.8,3.6,1.0,0.3428611663690925
1.6,0.4,2.6,1.4,0.3552944930177017
2.0,1.6,3.2,1.2,0.3443834416260335
1.6,0.6,3.0,0.4,0.3537007615486592
1.6,1.4,3.0,0.4,0.3367195007534459
1.6,1.4,3.0,0.8,0.3319956591710009
1.6,1.8,3.8,0.4,0.3282657955598701
1.6,1.2,2.0,1.2,0.3359349391575901
2.0,1.8,2.4,1.6,0.3415811604056629
1.8,2.0,1.2,2.0,0.33463112753144514
1.6,0.6,2.8,2.0,0.3481217470351268
1.6,0.2,1.6,0.4,0.3651470688701822
1.6,0.6,1.6,1.8,0.3496824767686875
1.6,1.6,2.0,0.2,0.3536515411680499
1.6,1.0,2.4,0.8,0.3419037746066773
1.6,0.2,1.6,1.0,0.3642261423934702
1.8,2.0,3.2,1.6,0.3340179289313207
1.6,1.0,1.2,2.0,0.34132974553906753
1.6,0.4,3.0,1.0,0.35623689559147165
1.6,0.6,3.0,2.0,0.3480680987088636
1.6,1.6,1.4,1.4,0.3303238338167355
1.6,0.6,1.2,0.4,0.35593546193611114
1.6,1.8,3.6,0.6,0.32652157394278003
1.6,0.4,3.4,0.2,0.3651928848684757
1.6,1.4,3.8,0.4,0.33562666103025296
1.6,0.8,1.2,1.4,0.3488216550843761
1.6,1.0,1.4,2.0,0.3415865126500561
1.6,1.8,1.4,1.6,0.32163869333540623
1.6,0.6,1.4,1.6,0.35222044116392986
1.6,2.0,2.2,0.4,0.3367272620694001
1.6,0.2,4.0,0.4,0.3651788385805292
1.6,1.6,3.8,0.2,0.3561947509676093
1.6,1.8,1.0,1.6,0.327193442036107
1.6,0.8,1.2,0.8,0.3499031778628125
1.6,0.6,1.6,0.4,0.358087645209108
1.6,0.2,4.0,0.4,0.3651788385805292
1.6,1.2,1.0,0.6,0.34790520698169536
1.6,0.2,1.0,2.0,0.3635741238018403
2.0,1.6,3.8,1.4,0.3431444505299935
1.6,2.0,3.2,2.0,0.3125540814759269
1.6,1.8,2.2,0.2,0.35203597352889
1.6,0.6,3.0,0.8,0.3511963596665125
1.8,2.0,3.2,1.0,0.3386263795124024
1.6,0.8,3.8,1.8,0.3402472852169311
1.6,1.6,4.0,2.0,0.3201277706846914
1.8,1.6,3.4,1.8,0.3419563053262483
1.6,2.0,1.2,1.4,0.32446892763519586
1.6,1.4,2.2,0.2,0.3537743892191866
1.6,0.8,3.0,0.6,0.3475916413571239
1.8,1.4,3.2,1.0,0.34886541997901804
1.6,1.4,2.0,1.2,0.3320529025979353
1.6,0.2,1.8,0.2,0.3685173999891573
2.0,1.4,3.8,1.2,0.34727151587035804
1.6,0.8,3.8,0.2,0.3599247107881445
1.6,1.0,4.0,0.4,0.3443833525202099
1.6,1.6,2.0,0.6,0.3316536586919532
1.6,1.8,3.6,0.6,0.32652157394278003
1.8,2.0,3.0,1.6,0.3344073785668016
1.6,0.2,1.0,1.0,0.3660750806535948
1.6,1.6,3.4,0.2,0.3567305713829765
1.6,0.2,1.8,1.6,0.3629821084534946
1.6,1.2,2.4,0.6,0.3393707844944588
2.0,1.8,3.6,2.0,0.3928419272714303
1.8,1.8,3.2,1.8,0.3383434046010937
1.6,1.2,3.2,1.0,0.3325491679007605
1.6,1.6,2.8,0.4,0.33455610588029083
1.6,1.2,1.2,1.2,0.3363329658007203
1.6,0.2,3.8,0.6,0.3638455856545023
1.6,2.0,1.6,0.4,0.34549687652920097
1.6,0.4,1.0,2.0,0.3567706977775757
1.8,1.8,2.4,2.0,0.398025941057828
1.6,0.2,1.4,1.4,0.3637440964602404
2.0,1.6,3.4,1.4,0.3435261002474153
1.6,1.4,1.6,0.8,0.3352140246481969
1.6,1.2,3.4,1.6,0.3288691307933842
1.6,1.2,1.0,0.6,0.34790520698169536
1.8,1.6,3.0,1.6,0.3244446774244205
1.6,0.6,3.8,2.0,0.34656710975314464
1.6,1.8,1.0,1.0,0.3284867599469079
1.6,1.0,4.0,2.0,0.33479808308879183
1.6,1.2,1.0,1.6,0.3383324268759934
1.6,1.0,2.0,0.8,0.34247538504837377
1.6,1.2,4.0,0.6,0.3374761575004185
1.6,0.4,1.6,2.0,0.3567689319358025
1.6,0.6,4.0,1.8,0.34731009394645673
1.6,0.8,1.2,1.6,0.3482791644634806
1.6,1.6,2.2,0.4,0.3417560571638231
1.6,0.4,3.0,0.2,0.3661856928086868
1.6,1.4,2.2,0.2,0.3537743892191866
1.6,0.6,3.0,0.8,0.3511963596665125
1.6,2.0,2.0,0.2,0.3524575575470225
1.6,0.6,3.0,1.6,0.348994345269644
1.6,2.0,1.0,0.6,0.3415360557938737
1.6,1.2,3.4,1.0,0.33280141905399363
1.6,1.8,1.2,0.4,0.3507427180513698
1.6,1.0,3.6,1.8,0.33379956816050704
1.6,0.8,2.0,1.4,0.3427271729844313
1.6,0.6,1.0,1.0,0.3555768915063662
1.6,0.4,2.2,1.0,0.35703635088806834
1.8,0.8,3.4,0.8,0.4323795177610685
1.8,0.8,2.8,0.2,0.4574417106149531
1.8,1.2,2.4,1.4,0.4196147926002725
2.2,1.8,3.8,1.4,0.4912052263840708
1.8,0.8,2.6,1.0,0.4301346230390027
1.8,1.0,2.0,1.4,0.4276662723850623
2.0,2.0,3.2,1.8,0.44187696544318494
2.0,2.0,2.4,2.0,0.4814657692430705
1.8,1.4,1.8,0.2,0.4529963472689876
1.8,0.6,2.4,0.4,0.44333240704039023
1.8,0.2,3.4,1.2,0.4499093486003336
1.8,0.4,3.8,1.8,0.4409470571954796
1.8,1.4,3.8,2.0,0.4112132031957664
2.0,2.0,3.8,1.2,0.4107925626458468
2.0,1.8,1.6,1.6,0.4870405838519503
2.0,1.4,4.0,1.0,0.4251766244358951
1.8,1.6,2.2,0.4,0.4293054959110003
1.8,1.2,2.4,1.2,0.42183038183930704
1.8,1.6,3.2,0.6,0.4182174025838816
1.8,1.6,1.0,0.6,0.43133039814668667
1.8,0.2,1.0,0.6,0.4525999698655695
1.8,0.2,3.4,0.6,0.4512274929902964
1.8,1.8,3.0,0.6,0.4151012323023972
1.8,1.2,1.2,1.0,0.42742359802261104
2.0,1.4,2.2,1.4,0.4969526637148559
1.8,0.6,4.0,0.8,0.436496764696212
2.0,1.6,3.8,0.8,0.4250090483658836
1.8,0.6,1.6,2.0,0.4373844832639813
1.8,1.0,2.8,0.4,0.4327621494739147
2.0,2.0,3.4,0.6,0.4996066931677662
1.8,1.2,2.4,2.0,0.4153502461560504
1.8,0.4,2.6,2.0,0.4423507600528693
2.2,2.0,4.0,1.8,0.4692718221253494
1.8,0.8,1.6,1.4,0.4332528593317658
2.2,2.0,2.6,1.6,0.4805805051791496
1.8,1.4,1.0,1.6,0.4222604244095932
1.8,0.6,3.6,2.0,0.4327141758109749
1.8,1.0,2.2,0.6,0.4314209961683263
1.8,0.6,3.8,2.0,0.4324615998091425
2.0,1.8,3.2,2.0,0.4526279104590831
2.0,1.6,2.2,1.8,0.484289930922353
1.8,1.2,1.8,0.6,0.4276618119412384
1.8,1.6,1.4,1.4,0.4172145048612319
1.8,1.6,1.4,2.0,0.4099221914685487
2.2,2.0,2.0,1.4,0.49824696253663503
1.8,0.4,1.4,1.4,0.4428463798900662
1.8,0.8,2.4,0.4,0.43913339875622576
2.0,2.0,4.0,2.0,0.41636752038334296
1.8,0.4,2.8,1.2,0.4429599114899823
1.8,1.4,1.0,0.4,0.4426358315527849
1.8,1.0,1.0,0.2,0.4490630877468608
2.0,2.0,2.8,1.0,0.4181329441744715
1.8,1.6,1.4,1.8,0.4134946949837556
2.2,1.6,3.2,1.4,0.4908116377020691
2.0,1.4,2.6,1.8,0.4926437236230602
1.8,1.4,2.4,0.4,0.4288253157656738
1.8,1.2,3.0,0.2,0.4471279413826057
1.8,0.2,3.8,1.2,0.4497300105746263
2.0,2.0,3.2,2.0,0.4002405249414467
1.8,0.8,3.4,2.0,0.4270483581653912
1.8,1.4,3.8,0.4,0.4236714142359365
1.8,0.2,3.2,0.8,0.4511972426376098
2.2,1.6,4.0,1.0,0.413286198763522
1.8,0.8,1.0,1.0,0.43734837678878186
1.8,0.6,1.4,0.2,0.4515224921810417
2.0,2.0,3.2,0.6,0.4991832704227734
1.8,1.2,1.4,0.8,0.4268634625763464
1.8,0.8,4.0,0.4,0.4360281340099868
1.8,1.6,2.0,0.4,0.4320527608270634
2.2,2.0,1.8,1.8,0.4887931652590555
1.8,0.8,3.0,0.8,0.43306527998817856
2.0,1.8,1.8,1.8,0.4791232277518784
1.8,2.0,1.2,1.4,0.4124587752959604
1.8,1.4,2.4,0.8,0.4204432566091759
1.8,1.0,2.0,0.4,0.4389291998641554
1.8,0.6,1.8,0.2,0.45009395704392735
1.8,1.2,1.0,1.4,0.42723139732014814
1.8,0.4,3.2,0.6,0.44614124452843423
1.8,0.6,3.2,1.0,0.43638997512822797
2.0,1.4,2.6,1.6,0.4807980720121393
1.8,0.2,3.8,1.0,0.4499820385425979
2.2,1.4,3.4,1.2,0.4144125275949815
1.8,0.4,1.0,1.2,0.448115094088324
1.8,0.6,2.6,0.2,0.4538177604358144
1.8,0.2,3.6,1.0,0.4501073002760124
1.8,1.8,2.4,0.8,0.4140425250269668
1.8,1.2,1.4,1.2,0.4260686504257859
1.8,1.2,1.8,0.4,0.4366586377202717
1.8,0.2,2.6,2.0,0.4491497281550533
2.0,1.8,2.6,1.0,0.48587957290422
1.8,0.2,2.6,2.0,0.4491497281550533
2.0,1.8,3.8,1.6,0.4141275106461342
1.8,0.4,2.6,0.6,0.4467483654650324
1.8,1.4,2.0,1.4,0.41795349484115
1.8,0.4,3.4,1.4,0.4422685321905391
1.8,1.2,3.8,1.6,0.4142870440815863
1.8,0.6,3.6,0.4,0.4408972261019039
2.0,1.8,2.2,1.8,0.4783163358979346
1.8,0.4,4.0,2.0,0.4404111072587731
1.8,0.8,1.2,0.2,0.4499112281409029
2.0,1.0,2.0,0.8,0.5175844440502048
2.2,2.0,2.8,0.6,0.5891000851048787
2.0,0.6,1.2,0.4,0.535437479556158
2.0,1.0,1.2,1.6,0.5159267781935919
2.0,0.6,1.4,1.4,0.5280795893964345
2.2,1.2,2.0,1.8,0.5943341535943382
2.0,1.0,3.4,0.4,0.5190115133505924
2.0,1.0,4.0,1.6,0.5058339751848436
2.0,0.4,3.8,0.2,0.5403836971022871
2.4,1.6,3.8,1.4,0.5614475983040715
2.2,2.0,1.8,0.8,0.5886619498791298
2.2,1.4,1.8,1.0,0.5981386635052464
2.0,1.8,2.2,0.6,0.5035336048487817
2.0,0.4,2.8,1.4,0.529319437017198
2.2,2.0,2.8,0.4,0.5968926541474368
2.2,1.6,4.0,0.6,0.5919669842153056
2.0,0.6,4.0,1.2,0.521538372587762
2.0,1.0,1.8,1.0,0.5130504380997765
2.2,1.4,1.2,1.6,0.5962591625638043
2.0,1.0,1.8,1.4,0.5150609949612414
2.0,2.0,3.6,0.4,0.5048846264853043
2.0,0.2,3.6,1.2,0.5370084880638938
2.0,0.8,3.0,1.6,0.5146912983894223
2.2,1.2,3.0,1.0,0.5976830282819157
2.4,2.0,3.8,1.4,0.5518942086036344
2.0,0.8,3.6,1.2,0.5155341872705829
2.2,1.8,3.6,0.4,0.5894240595489904
2.0,0.4,2.0,2.0,0.5302642583141572
2.0,0.4,2.0,1.0,0.5309014216402502
2.0,0.6,3.6,0.6,0.5269635112204757
2.0,0.6,3.4,1.0,0.5228873007678518
2.0,0.8,3.8,1.8,0.5126066687742087
2.0,1.2,3.4,0.6,0.5133738317709355
2.0,0.6,3.8,0.4,0.5280859661783037
2.0,1.8,1.6,1.2,0.5032611294492325
2.0,0.4,1.6,2.0,0.5301053651738096
2.0,1.2,2.8,0.6,0.5139693323211917
2.0,0.6,2.4,1.8,0.5234376836156676
2.0,0.2,3.6,0.4,0.5394917618698912
2.0,1.8,1.8,0.4,0.5212881452092656
2.0,1.8,2.8,0.4,0.5087636696623763
2.0,2.0,2.4,0.2,0.5292376465371817
2.2,1.2,3.8,1.0,0.5925541974853893
2.0,1.0,4.0,0.2,0.5415459093885382
2.0,0.4,1.4,2.0,0.5298102607570194
2.2,1.4,1.6,1.6,0.5943620299775906
2.0,2.0,4.0,0.2,0.5308136444224857
2.2,1.8,2.6,0.4,0.5990955000363074
2.0,1.4,1.8,0.8,0.5105909741981721
2.0,1.0,1.8,1.8,0.5144047532137653
2.0,1.4,2.2,1.0,0.5074222675585719
2.0,0.2,2.2,0.4,0.5400000999681952
2.2,2.0,2.2,1.8,0.5668538094031957
2.0,0.6,1.6,1.4,0.5281499724625103
2.0,0.8,2.0,0.2,0.5397733749422146
2.0,1.4,1.2,1.0,0.5111306462715653
2.0,0.8,3.8,0.6,0.5213517546426635
2.2,1.8,3.4,1.6,0.5514758581382668
2.4,1.6,2.4,1.4,0.5802150370534495
